O*NET-SOC Code	Reported Job Title	Shown in My Next Move
29-9093.00	Certified Surgical Technician	N
29-9093.00	Gastrointestinal Technician (GI Technician)	N
29-9093.00	Registered Nurse First Assistant (RNFA)	Y
29-9093.00	Surgical First Assistant	Y
29-9093.00	Surgical Scrub Technician (Surgical Scrub Tech)	N
29-9093.00	Surgical Technician (Surgical Tech)	Y
29-9099.01	Birth Center Midwife	N
29-9099.01	Certified Direct-Entry Midwife	N
29-9099.01	Certified Professional Midwife (CPM)	Y
29-9099.01	Homebirth Midwife	Y
29-9099.01	Lay Midwife	N
29-9099.01	Licensed and Certified Midwife	N
29-9099.01	Licensed Certified Professional Midwife	Y
29-9099.01	Licensed Direct Entry Midwife	N
29-9099.01	Licensed Midwife (LM)	Y
31-1121.00	Caregiver	N
31-1121.00	Certified Home Health Aide (CHHA)	Y
31-1121.00	Certified Medical Aide (CMA)	N
31-1121.00	Certified Nurses Aide (CNA)	Y
31-1121.00	Home Attendant	N
31-1121.00	Home Care Aide	Y
31-1121.00	Home Health Aide (HHA)	Y
31-1121.00	Home Health Provider	N
31-1121.00	Hospice Aide	N
31-1121.00	In Home Caregiver	N
31-1122.00	Caregiver	Y
31-1122.00	Home Care Aide	Y
31-1122.00	Medication Aide	N
31-1122.00	Patient Care Assistant (PCA)	N
31-1122.00	Personal Care Aide	Y
31-1122.00	Personal Care Assistant (PCA)	N
31-1122.00	Personal Care Attendant (PCA)	Y
31-1122.00	Resident Care Assistant (RCA)	N
31-1131.00	Certified Medication Aide (CMA)	N
31-1131.00	Certified Nurse Aide (CNA)	N
31-1131.00	Certified Nurses Aide (CNA)	Y
31-1131.00	Certified Nursing Assistant (CNA)	Y
31-1131.00	Licensed Nursing Assistant (LNA)	N
31-1131.00	Nurses' Aide	N
31-1131.00	Nursing Aide	N
31-1131.00	Nursing Assistant	Y
31-1131.00	Patient Care Assistant (PCA)	Y
31-1131.00	State Tested Nursing Assistant (STNA)	N
31-1132.00	Attendant	N
31-1132.00	Operating Room Assistant	N
31-1132.00	Orderly	N
31-1132.00	Patient Care Assistant (PCA)	Y
31-1132.00	Patient Care Technician (PCT)	Y
31-1132.00	Patient Escort	N
31-1132.00	Patient Transporter	Y
31-1132.00	Radiology Transporter	N
31-1132.00	Transporter	Y
31-1133.00	Mental Health Aide (MHA)	N
31-1133.00	Mental Health Worker (MHW)	Y
31-1133.00	Psychiatric Aide	Y
31-1133.00	Psychiatric Nursing Aide	Y
31-1133.00	Psychiatric Nursing Assistant	N
31-1133.00	Resident Care Technician	N
31-1133.00	Therapeutic Program Worker (TPW)	Y
31-2011.00	Acute Care Occupational Therapy Assistant (Acute Care OT Assistant)	N
31-2011.00	Certified Occupational Assistant	N
31-2011.00	Certified Occupational Therapist Assistant (COTA)	Y
31-2011.00	Certified Occupational Therapy Assistant (COTA)	Y
31-2011.00	Licensed Occupational Therapist Assistant (LOTA)	N
31-2011.00	Licensed Occupational Therapy Assistant (LOTA)	Y
31-2011.00	Occupational Therapist Assistant (OTA)	N
31-2011.00	Occupational Therapy Assistant (OTA)	Y
31-2011.00	Registered Therapist Assistant	N
31-2011.00	School Based Certified Occupational Therapy Assistant (School Based COTA)	N
31-2012.00	Certified Occupational Rehabilitation Aide (CORA)	N
31-2012.00	Direct Service Professional (DSP)	N
31-2012.00	Direct Support Professional (DSP)	N
31-2012.00	Occupational Rehabilitation Aide	N
31-2012.00	Occupational Therapist Aide (OT Aide)	N
31-2012.00	Occupational Therapy Aide (OT Aide)	Y
31-2012.00	Rehabilitation Aide (Rehab Aide)	Y
31-2012.00	Rehabilitation Services Aide	Y
31-2012.00	Restorative Aide	Y
31-2021.00	Certified Physical Therapist Assistant (CPTA)	Y
31-2021.00	Home Care Physical Therapy Assistant	N
31-2021.00	Home Health Physical Therapist Assistant	N
31-2021.00	Licensed Physical Therapist Assistant (LPTA)	Y
31-2021.00	Licensed Physical Therapy Assistant	N
31-2021.00	Outpatient Physical Therapist Assistant	N
31-2021.00	Per Diem Physical Therapist Assistant (Per Diem PTA)	N
31-2021.00	Physical Therapist Assistant (PTA)	Y
31-2021.00	Physical Therapy Assistant (PTA)	Y
31-2022.00	Physical Therapist Aide (PTA)	Y
31-2022.00	Physical Therapy Aide (PTA)	Y
31-2022.00	Physical Therapy Attendant	N
31-2022.00	Rehabilitation Aide	Y
31-2022.00	Rehabilitation Attendant	N
31-2022.00	Restorative Aide (RA)	Y
31-9011.00	Bodywork Therapist	N
31-9011.00	Certified Massage Therapist (CMT)	Y
31-9011.00	Clinical Massage Therapist	N
31-9011.00	Integrated Deep Tissue Massage Therapist	N
31-9011.00	Licensed Massage Practitioner (LMP)	Y
31-9011.00	Licensed Massage Therapist (LMT)	Y
31-9011.00	Massage Therapist	Y
31-9011.00	Registered Massage Therapist (RMT)	N
31-9011.00	Soft Tissue Specialist	N
31-9011.00	Therapeutic Massage Technician	N
31-9091.00	Certified Dental Assistant (CDA)	Y
31-9091.00	Certified Registered Dental Assistant	N
31-9091.00	Dental Assistant (DA)	Y
31-9091.00	Expanded Dental Assistant	N
31-9091.00	Expanded Duty Dental Assistant (EDDA)	Y
31-9091.00	Expanded Functions Dental Assistant (EFDA)	N
31-9091.00	Oral Surgery Assistant	N
31-9091.00	Orthodontic Assistant (Ortho Assistant)	N
31-9091.00	Registered Dental Assistant (RDA)	Y
31-9091.00	Surgical Dental Assistant	N
31-9092.00	Certified Medical Assistant (CMA)	Y
31-9092.00	Chiropractor Assistant	Y
31-9092.00	Clinical Medical Assistant	N
31-9092.00	Doctor's Assistant	Y
31-9092.00	Health Assistant	N
31-9092.00	Ophthalmic Assistant	N
31-9092.00	Ophthalmological Assistant	N
31-9092.00	Optometric Assistant	N
31-9092.00	Outpatient Surgery Assistant	N
31-9092.00	Registered Medical Assistant (RMA)	Y
31-9093.00	Central Processing Technician (CPT)	N
31-9093.00	Central Service Technician (CST)	Y
31-9093.00	Central Sterile Supply Technician (CSS Technician)	Y
31-9093.00	Certified Registered Central Service Technician (CRCST)	Y
31-9093.00	Instrument Technician	N
31-9093.00	Sterile Preparation Technician	N
31-9093.00	Sterile Processing and Distribution Technician (SPD Tech)	N
31-9093.00	Sterile Processing Technician (Sterile Processing Tech)	Y
31-9093.00	Sterile Technician	N
31-9093.00	Sterilization Technician	N
31-9094.00	Clinical Medical Transcriptionist	N
31-9094.00	Documentation Specialist	N
31-9094.00	Medical Language Specialist	N
31-9094.00	Medical Scribe	Y
31-9094.00	Medical Transcriber	N
31-9094.00	Medical Transcriptionist	Y
31-9094.00	Pathology Transcriptionist	N
31-9094.00	Radiology Transcriptionist	Y
31-9094.00	Scribe	N
31-9094.00	Transcriptionist	Y
31-9095.00	Certified Pharmacist Assistant	Y
31-9095.00	Drug Purchaser	N
31-9095.00	Front Counter Clerk	N
31-9095.00	Pharmacist Assistant	N
31-9095.00	Pharmacy Aide	Y
31-9095.00	Pharmacy Ancillary	N
31-9095.00	Pharmacy Assistant	Y
31-9095.00	Pharmacy Cashier	N
31-9095.00	Pharmacy Clerk	Y
31-9096.00	Animal Care Provider	Y
31-9096.00	Animal Caregiver	Y
31-9096.00	Avian Keeper	N
31-9096.00	Certified Veterinary Assistant	Y
31-9096.00	Emergency Veterinary Assistant	N
31-9096.00	Inpatient Technician Assistant	N
31-9096.00	Kennel Vet Assistant (Kennel Veterinary Assistant)	N
31-9096.00	Research Animal Attendant	N
31-9096.00	Small Animal Caretaker	N
31-9096.00	Veterinarian Assistant (Vet Assistant)	Y
31-9097.00	Lab Liaison Technician	Y
31-9097.00	Mobile Examiner	Y
31-9097.00	Patient Service Technician (PST)	N
31-9097.00	Phlebotomist	Y
31-9097.00	Phlebotomy Technician	Y
31-9097.00	Registered Phlebotomist	N
31-9099.01	Communication Assistant	Y
31-9099.01	Speech Assistant	N
31-9099.01	Speech Paraeducator	N
31-9099.01	Speech Pathologist Assistant	Y
31-9099.01	Speech Therapy Assistant	N
31-9099.01	Speech-Language Assistant	N
31-9099.01	Speech-Language Pathologist Assistant (SLPA)	Y
31-9099.01	Speech-Language Pathologists Assistant (SLPA)	N
31-9099.01	Speech-Language Pathology Assistant (SLPA)	Y
31-9099.01	Speech-Language Technician	N
31-9099.02	Certified Endoscopy Technician	Y
31-9099.02	Certified Flex Endoscope Reprocessor	Y
31-9099.02	Certified Flexible Endoscope Reprocessor (CFER)	N
31-9099.02	Certified Flexible Endoscopy Reprocessor	N
31-9099.02	Endoscope Technician	N
31-9099.02	Endoscopy Specialty Technician	N
31-9099.02	Endoscopy Technician (Endo Technician)	Y
31-9099.02	Gastrointestinal Technician (GI Technician)	Y
33-1011.00	Correctional Officer Captain	Y
33-1011.00	Correctional Supervisor	Y
33-1012.00	Police Captain	Y
33-1012.00	Shift Supervisor	Y
33-1021.00	Engine Boss	Y
33-1021.00	Fire Battalion Chief	Y
33-1021.00	Fire Captain	Y
33-1021.00	Fire Chief	Y
33-1021.00	Fire Lieutenant	N
33-1021.00	Fire Marshal	N
33-1021.00	Fire Prevention Chief	N
33-1021.00	Fire Suppression Captain	N
33-1021.00	Forest Fire Specialist Supervisor	N
33-1021.00	Section Forest Fire Warden	N
33-2011.00	Fire Engineer	Y
33-2011.00	Fire Equipment Operator	Y
33-2011.00	Fire Fighter	N
33-2011.00	Fire Management Specialist	N
33-2011.00	Fire Technician (Fire Tech)	N
33-2011.00	Firefighter	Y
33-2011.00	Forest Fire Suppression Specialist	N
33-2011.00	Forestry Fire Technician (Forestry Fire Tech)	N
33-2011.00	Hot Shot	N
33-2011.00	Wildland Firefighter	Y
33-2021.00	Arson Investigator	Y
33-2021.00	Fire Code Inspector	N
33-2021.00	Fire Inspector	Y
33-2021.00	Fire Investigator	Y
33-2021.00	Fire Official	N
33-2021.00	Fire Prevention Inspector	Y
33-2021.00	Fire Prevention Specialist	N
33-2021.00	Fire Protection Specialist	N
33-2021.00	Fire Safety Inspector	N
33-2021.00	Fire Safety Specialist	N
33-2022.00	Fire Management Officer	Y
33-2022.00	Fire Operations Forester	N
33-2022.00	Fire Prevention Officer	N
33-2022.00	Fire Prevention Technician	Y
33-2022.00	Fire Technician	N
33-2022.00	Forest Officer	Y
33-2022.00	Forest Patrolman	Y
33-2022.00	Forestry Patrolman	N
33-2022.00	Wildfire Mitigation Specialist	N
33-2022.00	Wildfire Prevention Specialist	N
33-3011.00	Bailiff	Y
33-3011.00	Court Bailiff	Y
33-3011.00	Court Constable	N
33-3011.00	Court Deputy	N
33-3011.00	Court Officer	Y
33-3011.00	Court Security Officer	Y
33-3011.00	Deputy Bailiff	N
33-3011.00	Deputy Court Services Sheriff	N
33-3011.00	Security Officer	N
33-3012.00	Correctional Officer	Y
33-3012.00	Correctional Sergeant	N
33-3012.00	Corrections Officer (CO)	Y
33-3012.00	Deputy Jailer	N
33-3012.00	Detention Deputy	N
33-3012.00	Detention Officer	Y
33-3012.00	Jail Officer	N
33-3012.00	Jailer	Y
33-3012.00	Jailor	N
33-3021.00	Crime Scene Investigator (CSI)	N
33-3021.00	Criminal Investigator	Y
33-3021.00	Detective	Y
33-3021.00	Fugitive Detective	N
33-3021.00	Fugitive Investigator	N
33-3021.00	Investigator	Y
33-3021.00	Narcotics Detective	N
33-3021.00	Narcotics Investigator	N
33-3021.00	Police Detective	N
33-3021.00	Special Agent	Y
33-3021.02	Crime Scene Evidence Technician	N
33-3021.02	Crime Scene Investigator	Y
33-3021.02	Crime Scene Technician	Y
33-3021.02	Criminalist	Y
33-3021.02	Field Identification Specialist	N
33-3021.02	Forensic Specialist	Y
33-3021.02	Identification Officer	N
33-3021.02	Identification Technician	N
33-3021.02	Latent Fingerprint Examiner	N
33-3021.02	Latent Print Examiner	N
33-3021.06	Anti-Terrorist Analyst	N
33-3021.06	Crime Analyst	Y
33-3021.06	Crime and Intelligence Analyst	N
33-3021.06	Criminal Intelligence Analyst	Y
33-3021.06	Criminal Intelligence Specialist	N
33-3021.06	Criminal Research Specialist	Y
33-3021.06	Intelligence Analyst	Y
33-3021.06	Intelligence Research Specialist	N
33-3021.06	Investigative Research Specialist	N
33-3021.06	Police Crime and Intelligence Analyst	N
33-3031.00	Fisheries Enforcement Officer	N
33-3031.00	Game Warden	Y
33-3031.00	Natural Resource Officer	Y
33-3031.00	State Game Warden	Y
33-3031.00	State Wildlife Officer	N
33-3031.00	Wildlife Conservation Officer	N
33-3031.00	Wildlife Officer	Y
33-3041.00	Parking Control Officer	Y
33-3041.00	Parking Enforcement Officer (PEO)	Y
33-3041.00	Parking Enforcement Technician	N
33-3041.00	Parking Enforcer	Y
33-3041.00	Parking Officer	N
33-3041.00	Parking Regulation Enforcement Officer	N
33-3041.00	Parking Technician	N
33-3041.00	Ticket Writer	Y
33-3051.00	Deputy	Y
33-3051.00	Deputy Sheriff	Y
33-3051.00	Law Enforcement Officer	N
33-3051.00	Patrol Deputy	N
33-3051.00	Patrol Officer	Y
33-3051.00	Peace Officer	N
33-3051.00	Police Officer	Y
33-3051.00	Police Patrol Officer	N
33-3051.00	Public Safety Officer	N
33-3051.00	State Trooper	N
33-3051.04	Canine Enforcement Officer (K-9 Enforcement Officer)	N
33-3051.04	Customs Inspector	Y
33-3051.04	Customs Officer	Y
33-3051.04	Import Specialist	N
33-3051.04	Inspector	Y
33-3051.04	Special Agent	Y
33-3051.04	US Customs and Border Protection Officer (US CBPO)	N
33-3052.00	Law Enforcement Officer	N
33-3052.00	Patrol Man	N
33-3052.00	Patrol Officer	N
33-3052.00	Patrolman	Y
33-3052.00	Police Captain	N
33-3052.00	Police Patrol Officer	N
33-3052.00	Police Specialist	N
33-3052.00	Railroad Police	Y
33-3052.00	Railroad Police Officer	Y
33-3052.00	Transit Police Officer	Y
33-9011.00	Animal Attendant	N
33-9011.00	Animal Control Officer	Y
33-9011.00	Animal Enforcement Officer	Y
33-9011.00	Animal Ordinance Enforcement Officer	N
33-9011.00	Animal Park Code Enforcement Officer	Y
33-9011.00	Animal Safety Officer	N
33-9011.00	Community Safety Officer	N
33-9011.00	Community Service Officer	Y
33-9011.00	Dog Control Officer	N
33-9021.00	Asset Protection Detective	N
33-9021.00	Field Investigator	N
33-9021.00	Investigator	Y
33-9021.00	Loss Prevention Agent	N
33-9021.00	Loss Prevention Associate	N
33-9021.00	Loss Prevention Detective	Y
33-9021.00	Loss Prevention Investigator	N
33-9021.00	Loss Prevention Officer	Y
33-9021.00	Private Investigator	Y
33-9021.00	Special Investigator	N
33-9031.00	Casino Enforcement Agent	N
33-9031.00	Gaming Investigator	N
33-9031.00	Security Officer	N
33-9031.00	Surveillance Agent	Y
33-9031.00	Surveillance Investigator	N
33-9031.00	Surveillance Monitor	N
33-9031.00	Surveillance Observer	Y
33-9031.00	Surveillance Officer	Y
33-9031.00	Surveillance Operator	Y
33-9031.00	Surveillance Technician	N
33-9032.00	Campus Security Officer	N
33-9032.00	Custom Protection Officer	N
33-9032.00	Customer Service Security Officer	N
33-9032.00	Hotel Security Officer	N
33-9032.00	Loss Prevention Officer	N
33-9032.00	Safety and Security Officer	Y
33-9032.00	Security Agent	Y
33-9032.00	Security Guard	Y
33-9032.00	Security Officer	Y
33-9091.00	Adult Crossing Guard	Y
33-9091.00	Community Service Officer	Y
33-9091.00	Crossing Guard	Y
33-9091.00	Road Crossing Guard	N
33-9091.00	School Crossing Guard	Y
33-9091.00	Substitute Crossing Guard	N
33-9092.00	Beach Attendant	N
33-9092.00	Beach Lifeguard	N
33-9092.00	Lifeguard	Y
33-9092.00	Marine Safety Officer	N
33-9092.00	Ocean Lifeguard	Y
33-9092.00	Ocean Lifeguard Specialist	N
33-9092.00	Pool Attendant	Y
33-9092.00	Pool Lifeguard	N
33-9092.00	Ski Patrol Paramedic	N
33-9092.00	Ski Patroller	Y
33-9093.00	Security Screener	Y
33-9093.00	Transportation Security Officer (TSO)	Y
33-9099.02	Asset Protection Associate (APA)	N
33-9099.02	Loss Prevention Agent	Y
33-9099.02	Loss Prevention Associate (LPA)	Y
33-9099.02	Loss Prevention Detective	Y
33-9099.02	Loss Prevention Investigator	N
33-9099.02	Loss Prevention Officer	Y
33-9099.02	Loss Prevention Specialist	N
33-9099.02	Retail Asset Protection Specialist	N
35-1011.00	Banquet Chef	N
35-1011.00	Certified Executive Chef (CEC)	N
35-1011.00	Chef	Y
35-1011.00	Cook	Y
35-1011.00	Executive Chef (Ex Chef)	Y
35-1011.00	Executive Sous Chef	N
35-1011.00	Head Cook	N
35-1011.00	Kitchen Manager	N
35-1011.00	Pastry Chef	N
35-1011.00	Sous Chef	Y
35-1012.00	Cafeteria Manager	Y
35-1012.00	Dietary Supervisor	N
35-1012.00	Food and Nutrition Services Supervisor	N
35-1012.00	Food Production Supervisor	N
35-1012.00	Food Service Director	N
35-1012.00	Food Service Manager	Y
35-1012.00	Food Service Supervisor	Y
35-1012.00	Kitchen Manager	Y
35-1012.00	Kitchen Supervisor	N
35-2011.00	Cook	Y
35-2011.00	Deep Fat Fryer Operator	N
35-2011.00	Fast Food Cook	N
35-2011.00	Fry Cook	N
35-2011.00	Fryer	N
35-2011.00	Grill Cook	Y
35-2011.00	Line Cook	Y
35-2011.00	Pizza Cook	Y
35-2011.00	Pizza Maker	N
35-2011.00	Prep Cook (Preparatory Cook)	N
35-2012.00	Cafeteria Cook	Y
35-2012.00	Chef	Y
35-2012.00	Cook	Y
35-2012.00	Dietary Cook	N
35-2012.00	Dinner Cook	N
35-2012.00	Food Service Specialist	N
35-2012.00	Food Service Worker	N
35-2012.00	Prep Cook (Preparatory Cook)	N
35-2012.00	School Cook	Y
35-2012.00	Sous Chef	N
35-2013.00	Certified Personal Chef (CPC)	Y
35-2013.00	Personal Chef	Y
35-2013.00	Private Chef	Y
35-2014.00	Appetizer Preparer	N
35-2014.00	Back Line Cook	N
35-2014.00	Banquet Cook	N
35-2014.00	Breakfast Cook	N
35-2014.00	Broil Cook	N
35-2014.00	Cook	Y
35-2014.00	Fry Cook	N
35-2014.00	Grill Cook	Y
35-2014.00	Line Cook	Y
35-2014.00	Prep Cook (Preparation Cook)	Y
35-2015.00	Caterer	N
35-2015.00	Cook	Y
35-2015.00	Deli Cook (Delicatessen Cook)	N
35-2015.00	Food and Beverage Attendant	N
35-2015.00	Grill Cook	Y
35-2015.00	Line Cook	Y
35-2015.00	Pizza Maker	N
35-2015.00	Prep Cook (Preparation Cook)	N
35-2015.00	Short Order Cook	Y
35-2015.00	Snack Bar Cook	N
35-2021.00	Deli Clerk (Delicatessen Clerk)	Y
35-2021.00	Diet Aide	Y
35-2021.00	Dietary Aide	Y
35-2021.00	Dietary Assistant	N
35-2021.00	Food Preparer	N
35-2021.00	Food Service Aide	N
35-2021.00	Food Service Worker	Y
35-2021.00	Nutrition Aide	N
35-2021.00	Pantry Cook	N
35-2021.00	Slicer	N
35-3011.00	Banquet Bartender	Y
35-3011.00	Bar Captain	Y
35-3011.00	Bartender	Y
35-3011.00	Mixologist	Y
35-3023.00	Cafe Server	Y
35-3023.00	Cafeteria Server	Y
35-3023.00	Concession Cashier	N
35-3023.00	Deli Worker (Delicatessen Worker)	N
35-3023.00	Food Server	N
35-3023.00	Food Service Aide	N
35-3023.00	Food Service Assistant	Y
35-3023.00	Food Service Worker	Y
35-3023.00	School Cafeteria Cook	N
35-3023.00	Snack Bar Attendant	N
35-3023.01	Barista	Y
35-3023.01	Catering Barista	Y
35-3031.00	Banquet Server	N
35-3031.00	Buffet Server	N
35-3031.00	Cocktail Server	N
35-3031.00	Food Runner	N
35-3031.00	Food Server	Y
35-3031.00	Restaurant Server	N
35-3031.00	Server	Y
35-3031.00	Waiter	Y
35-3031.00	Waitress	Y
35-3031.00	Waitstaff	N
35-3041.00	Food Server	N
35-3041.00	Food Service Worker	Y
35-3041.00	Kitchen Runner	N
35-3041.00	Room Server	Y
35-3041.00	Room Service Server	Y
35-3041.00	Tray Server	Y
35-9011.00	Barback	Y
35-9011.00	Buffet Attendant	N
35-9011.00	Bus Boy	Y
35-9011.00	Bus Person	Y
35-9011.00	Busser	Y
35-9011.00	Dining Room Attendant	N
35-9011.00	Food Service Aide	N
35-9011.00	Food Service Helper	N
35-9011.00	Server Assistant	N
35-9011.00	Server's Assistant	N
35-9021.00	Dish Machine Operator (DMO)	Y
35-9021.00	Dish Room Worker	N
35-9021.00	Dish Technician	N
35-9021.00	Dishwasher	Y
35-9021.00	Kitchen Helper	N
35-9021.00	Kitchen Steward	Y
35-9021.00	Pots and Pans Person	N
35-9021.00	Steward	Y
35-9021.00	Utility Aide	N
35-9021.00	Utility Worker	N
35-9031.00	Buffet Hostess	Y
35-9031.00	General Teller	N
35-9031.00	Greeter	Y
35-9031.00	Host	Y
35-9031.00	Hostess	Y
35-9031.00	Seater	N
37-1011.00	Building Services Supervisor	N
37-1011.00	Buildings and Grounds Supervisor	N
37-1011.00	Custodian Supervisor	N
37-1011.00	Environmental Services Supervisor (EVS)	Y
37-1011.00	Executive Housekeeper	Y
37-1011.00	Housekeeping Supervisor	Y
37-1011.00	Janitorial Supervisor	N
37-1011.00	Laundry Supervisor	N
37-1011.00	Maintenance Supervisor	Y
37-1012.00	Field Manager	N
37-1012.00	Golf Course Superintendent	Y
37-1012.00	Grounds Crew Supervisor	N
37-1012.00	Grounds Foreman	N
37-1012.00	Grounds Maintenance Supervisor	N
37-1012.00	Grounds Manager	Y
37-1012.00	Grounds Supervisor	Y
37-1012.00	Groundskeeper Supervisor	N
37-1012.00	Landscape Manager	N
37-1012.00	Landscape Supervisor	Y
37-2011.00	Building Custodian	N
37-2011.00	Building Service Worker	N
37-2011.00	Building Services Technician	N
37-2011.00	Cleaner	Y
37-2011.00	Custodial Worker	N
37-2011.00	Custodian	Y
37-2011.00	Floor Tech (Floor Technician)	Y
37-2011.00	Heavy Duty Custodian	N
37-2011.00	Institutional Custodian	N
37-2011.00	Janitor	Y
37-2012.00	Chambermaid	N
37-2012.00	Cleaner	N
37-2012.00	Cottage Attendant	N
37-2012.00	Environmental Services Aide	Y
37-2012.00	Environmental Services Worker	Y
37-2012.00	Guest Room Attendant (GRA)	N
37-2012.00	Housekeeper	Y
37-2012.00	Housekeeping Laundry Worker	Y
37-2012.00	Room Cleaner	N
37-2021.00	Certified Pest Control Technician	N
37-2021.00	Commercial Pest Control Technician	N
37-2021.00	Exterminator	Y
37-2021.00	Pest Control Applicator	N
37-2021.00	Pest Control Chemical Technician	N
37-2021.00	Pest Control Operator	N
37-2021.00	Pest Control Technician	Y
37-2021.00	Pest Technician	Y
37-2021.00	Residential Pest Control Technician	Y
37-2021.00	Termite Technician	N
37-3011.00	Gardener	N
37-3011.00	Greenskeeper	N
37-3011.00	Grounds Maintenance Worker	Y
37-3011.00	Grounds Person	N
37-3011.00	Grounds Specialist	N
37-3011.00	Grounds Worker	Y
37-3011.00	Groundskeeper	Y
37-3011.00	Landscape Specialist	N
37-3011.00	Landscape Technician	N
37-3011.00	Outside Maintenance Worker	Y
37-3012.00	Chemical Applicator	N
37-3012.00	Integrated Pest Management Technician (IPM Technician)	N
37-3012.00	Lawn Specialist	Y
37-3012.00	Lawn Technician	Y
37-3012.00	Licensed Pesticide Applicator	Y
37-3012.00	Pest Control Technician	N
37-3012.00	Pesticide Applicator	N
37-3012.00	Spray Applicator	N
37-3012.00	Spray Technician	Y
37-3012.00	Tree and Shrub Technician	N
37-3013.00	Arborist	Y
37-3013.00	Climber	N
37-3013.00	Grounds Worker	N
37-3013.00	Groundsman	Y
37-3013.00	Laborer	N
37-3013.00	Plant Health Care Technician	N
37-3013.00	Tree Climber	Y
37-3013.00	Tree Trimmer	Y
37-3013.00	Trimmer	N
39-1013.00	Casino Manager	N
39-1013.00	Casino Shift Manager (CSM)	Y
39-1013.00	Floor Supervisor	Y
39-1013.00	Pit Boss	N
39-1013.00	Pit Supervisor	N
39-1013.00	Slot Floor Person	N
39-1013.00	Slot Shift Manager	N
39-1013.00	Slot Shift Supervisor	N
39-1013.00	Slot Supervisor	Y
39-1013.00	Table Games Supervisor	Y
39-1014.00	Caddymaster	Y
39-1014.00	Community Life Director	Y
39-1014.00	Hair Salon Manager	Y
39-1014.00	Hotel Services Supervisor	N
39-1014.00	Recreation Coordinator	Y
39-1014.00	Salon Manager	N
39-1022.00	Adult Family Home Program Manager	Y
39-1022.00	Direct Care Supervisor	Y
39-1022.00	Resident Care Supervisor	Y
39-2011.00	Agility Instructor	N
39-2011.00	Dog Obedience Instructor	N
39-2011.00	Dog Trainer	Y
39-2011.00	Guide Dog Instructor	N
39-2011.00	Guide Dog Mobility Instructor (GDMI)	Y
39-2011.00	Guide Dog Trainer	N
39-2011.00	Horse Trainer	Y
39-2011.00	Racehorse Trainer	N
39-2011.00	Service Dog Trainer	N
39-2011.00	Trainer	Y
39-2021.00	Animal Care Giver (ACG)	N
39-2021.00	Aquarist	Y
39-2021.00	Dog Bather	N
39-2021.00	Dog Groomer	Y
39-2021.00	Groomer	Y
39-2021.00	Kennel Attendant	N
39-2021.00	Kennel Technician (Kennel Tech)	Y
39-2021.00	Pet Groomer	N
39-2021.00	Pet Stylist	N
39-2021.00	Zookeeper	N
39-3011.00	Black Jack Dealer	N
39-3011.00	Blackjack Dealer	Y
39-3011.00	Card Dealer	N
39-3011.00	Casino Dealer	Y
39-3011.00	Dealer	N
39-3011.00	Dual Rate Dealer	N
39-3011.00	Games Dealer	N
39-3011.00	Poker Dealer	N
39-3011.00	Table Games Dealer	Y
39-3011.00	Twenty-One Dealer	Y
39-3012.00	Bingo Clerk	N
39-3012.00	Casino Attendant	N
39-3012.00	Casino Floor Runner	Y
39-3012.00	Casino Runner	Y
39-3012.00	Floor Runner	N
39-3012.00	Keno Attendant	N
39-3012.00	Keno Writer	Y
39-3012.00	Race and Sports Book Writer	N
39-3012.00	Racebook Writer	Y
39-3021.00	Booth Operator	Y
39-3021.00	Cinema Projectionist	N
39-3021.00	Digital Projectionist	N
39-3021.00	Film Specialist	N
39-3021.00	Motion Picture Projectionist	N
39-3021.00	Movie Projectionist	Y
39-3021.00	Projection Technician	N
39-3021.00	Projectionist	Y
39-3021.00	Projector Booth Operator	N
39-3021.00	Technical Projection Guide	Y
39-3031.00	Docent	N
39-3031.00	Lobby Attendant	Y
39-3031.00	Ticket Attendant	N
39-3031.00	Ticket Taker	Y
39-3031.00	Usher	Y
39-3031.00	Visitor Services Assistant	N
39-3031.00	Visitor Services Associate	N
39-3031.00	Visitor Services Representative	Y
39-3031.00	Visitor Services Specialist	N
39-3091.00	Activities Attendant	N
39-3091.00	Coaster Attendant	N
39-3091.00	Golf Course Ranger	Y
39-3091.00	Golf Course Starter	N
39-3091.00	Recreation Aide	N
39-3091.00	Recreation Attendant	Y
39-3091.00	Recreation Clerk	N
39-3091.00	Ride Operator	Y
39-3091.00	Ski Lift Operator	Y
39-3091.00	Sports Complex Attendant	N
39-3092.00	Costume Draper	N
39-3092.00	Costume Seamstress	N
39-3092.00	Costumer	Y
39-3092.00	Draper	N
39-3092.00	Dresser	Y
39-3092.00	Wardrobe Assistant	Y
39-3092.00	Wardrobe Attendant	Y
39-3093.00	Athletic Equipment Manager	Y
39-3093.00	Coat Check Attendant	N
39-3093.00	Coat Checker	N
39-3093.00	Coat Room Attendant	N
39-3093.00	Fitting Room Attendant	N
39-3093.00	Ladies Locker Room Attendant	Y
39-3093.00	Locker Room Attendant	Y
39-3093.00	Spa Attendant	Y
39-4011.00	Embalmer	Y
39-4011.00	Licensed Embalmer	Y
39-4011.00	Trade Embalmer	Y
39-4021.00	Crematory Operator	N
39-4021.00	Funeral Assistant	Y
39-4021.00	Funeral Attendant	Y
39-4021.00	Funeral Greeter	N
39-4021.00	Funeral Home Assistant	Y
39-4021.00	Funeral Home Associate	Y
39-4021.00	Funeral Home Attendant	N
39-4031.00	Funeral Arrangement Director	N
